genome_region,gng_linkage_group,refseq_id,social_bias,social_bias_direction
recombining,lg1,LOC105194743,non-significant,Non-diff
recombining,lg1,LOC105194744,non-significant,Non-diff
recombining,lg1,LOC105194745,non-significant,Non-diff
recombining,lg1,LOC105194746,non-significant,Non-diff
recombining,lg1,LOC105194747,non-significant,Non-diff
recombining,lg1,LOC105194748,non-significant,Non-diff
recombining,lg1,LOC105194749,non-significant,Non-diff
recombining,lg1,LOC105194750,non-significant,Non-diff
recombining,lg1,LOC105194751,non-significant,Non-diff
recombining,lg1,LOC105194752,non-significant,Non-diff
recombining,lg1,LOC105194753,non-significant,Non-diff
recombining,lg1,LOC105194754,non-significant,Non-diff
recombining,lg1,LOC105194756,non-significant,Non-diff
recombining,lg1,LOC105194757,non-significant,Non-diff
recombining,lg1,LOC105194758,non-significant,Non-diff
recombining,lg1,LOC105194759,non-significant,Non-diff
recombining,lg1,LOC105194760,non-significant,Non-diff
recombining,lg1,LOC105194761,non-significant,Non-diff
recombining,lg1,LOC105194762,non-significant,Non-diff
recombining,lg1,LOC105194764,non-significant,Non-diff
recombining,lg1,LOC105194765,non-significant,Non-diff
recombining,lg1,LOC105194766,non-significant,Non-diff
recombining,lg1,LOC105194767,non-significant,Non-diff
recombining,lg1,LOC105194768,non-significant,Non-diff
recombining,lg1,LOC105194769,non-significant,Non-diff
recombining,lg1,LOC105194771,non-significant,Non-diff
recombining,lg1,LOC105194772,non-significant,Non-diff
recombining,lg1,LOC105194773,non-significant,Non-diff
recombining,lg1,LOC105194774,non-significant,Non-diff
recombining,lg1,LOC105194775,non-significant,Non-diff
recombining,lg1,LOC105194776,non-significant,Non-diff
recombining,lg1,LOC105194778,non-significant,Non-diff
recombining,lg1,LOC105194779,non-significant,Non-diff
recombining,lg1,LOC105194780,non-significant,Non-diff
recombining,lg1,LOC105194781,non-significant,Non-diff
recombining,lg1,LOC105194782,non-significant,Non-diff
recombining,lg1,LOC105194783,non-significant,Non-diff
recombining,lg1,LOC105194785,non-significant,Non-diff
recombining,lg1,LOC105194786,non-significant,Non-diff
recombining,lg1,LOC105194787,non-significant,Non-diff
recombining,lg1,LOC105194788,non-significant,Non-diff
recombining,lg1,LOC105194789,non-significant,Non-diff
recombining,lg1,LOC105194790,non-significant,Non-diff
recombining,lg1,LOC105194791,non-significant,Non-diff
recombining,lg1,LOC105194792,non-significant,Non-diff
recombining,lg1,LOC105194793,non-significant,Non-diff
recombining,lg1,LOC105194794,non-significant,Non-diff
recombining,lg1,LOC105194796,non-significant,Non-diff
recombining,lg1,LOC105194797,non-significant,Non-diff
recombining,lg1,LOC105194798,non-significant,Non-diff
recombining,lg1,LOC105194799,non-significant,Non-diff
recombining,lg1,LOC105194800,non-significant,Non-diff
recombining,lg1,LOC105194801,non-significant,Non-diff
recombining,lg1,LOC105194802,non-significant,Non-diff
recombining,lg1,LOC105194803,non-significant,Non-diff
recombining,lg1,LOC105194804,non-significant,Non-diff
recombining,lg1,LOC105194805,non-significant,Non-diff
recombining,lg1,LOC105194806,non-significant,Non-diff
recombining,lg1,LOC105194807,non-significant,Non-diff
recombining,lg1,LOC105194808,non-significant,Non-diff
recombining,lg1,LOC105194809,non-significant,Non-diff
recombining,lg1,LOC105194810,non-significant,Non-diff
recombining,lg1,LOC105194812,non-significant,Non-diff
recombining,lg1,LOC105194813,non-significant,Non-diff
recombining,lg1,LOC105194814,non-significant,Non-diff
recombining,lg1,LOC105194815,non-significant,Non-diff
recombining,lg1,LOC105194816,non-significant,Non-diff
recombining,lg1,LOC105194817,non-significant,Non-diff
recombining,lg1,LOC105194819,non-significant,Non-diff
recombining,lg1,LOC105194820,non-significant,Non-diff
recombining,lg1,LOC105194821,non-significant,Non-diff
recombining,lg1,LOC105194822,non-significant,Non-diff
recombining,lg1,LOC105194823,non-significant,Non-diff
recombining,lg1,LOC105194824,non-significant,Non-diff
recombining,lg1,LOC105194826,non-significant,Non-diff
recombining,lg1,LOC105194827,non-significant,Non-diff
recombining,lg1,LOC105194828,significant,Poly
recombining,lg1,LOC105194829,non-significant,Non-diff
recombining,lg1,LOC105194830,non-significant,Non-diff
recombining,lg1,LOC105194831,non-significant,Non-diff
recombining,lg1,LOC105194832,non-significant,Non-diff
recombining,lg1,LOC105194833,non-significant,Non-diff
recombining,lg1,LOC105194834,non-significant,Non-diff
recombining,lg1,LOC105194835,non-significant,Non-diff
recombining,lg1,LOC105194837,non-significant,Non-diff
recombining,lg1,LOC105194838,non-significant,Non-diff
recombining,lg1,LOC105194839,non-significant,Non-diff
recombining,lg1,LOC105194840,non-significant,Non-diff
recombining,lg1,Trnan-guu,non-significant,Non-diff
recombining,lg1,Trnar-ucg,non-significant,Non-diff
recombining,lg1,Trnay-gua,non-significant,Non-diff
recombining,lg1,LOC105196410,significant,Poly
recombining,lg1,LOC105196411,non-significant,Non-diff
recombining,lg1,LOC105196412,non-significant,Non-diff
recombining,lg1,LOC105196413,non-significant,Non-diff
recombining,lg1,LOC105196414,non-significant,Non-diff
recombining,lg1,LOC105201123,non-significant,Non-diff
recombining,lg1,LOC105201124,non-significant,Non-diff
recombining,lg1,LOC105201125,non-significant,Non-diff
recombining,lg1,LOC105201126,non-significant,Non-diff
recombining,lg1,LOC105201127,non-significant,Non-diff
recombining,lg1,LOC105201128,non-significant,Non-diff
recombining,lg1,LOC105201129,non-significant,Non-diff
recombining,lg1,LOC105201130,non-significant,Non-diff
recombining,lg1,LOC105201131,non-significant,Non-diff
recombining,lg1,LOC105201132,non-significant,Non-diff
recombining,lg1,LOC105201133,non-significant,Non-diff
recombining,lg1,LOC105201134,non-significant,Non-diff
recombining,lg1,LOC105201135,non-significant,Non-diff
recombining,lg1,LOC105201136,non-significant,Non-diff
recombining,lg1,LOC105201137,significant,Mono
recombining,lg1,LOC105201138,non-significant,Non-diff
recombining,lg1,LOC105201139,non-significant,Non-diff
recombining,lg1,LOC105201140,non-significant,Non-diff
recombining,lg1,LOC105201141,non-significant,Non-diff
recombining,lg1,LOC105201142,non-significant,Non-diff
recombining,lg1,LOC105201143,non-significant,Non-diff
recombining,lg1,LOC105201144,non-significant,Non-diff
recombining,lg1,LOC105201145,non-significant,Non-diff
recombining,lg1,LOC105201146,non-significant,Non-diff
recombining,lg1,LOC105201147,non-significant,Non-diff
recombining,lg1,LOC105201148,non-significant,Non-diff
recombining,lg1,LOC105201150,non-significant,Non-diff
recombining,lg1,LOC105201151,non-significant,Non-diff
recombining,lg1,LOC105201152,non-significant,Non-diff
recombining,lg1,LOC105201153,non-significant,Non-diff
recombining,lg1,LOC105201154,non-significant,Non-diff
recombining,lg1,LOC105201155,non-significant,Non-diff
recombining,lg1,LOC105201156,non-significant,Non-diff
recombining,lg1,LOC105201157,non-significant,Non-diff
recombining,lg1,LOC105201158,non-significant,Non-diff
recombining,lg1,LOC105201159,non-significant,Non-diff
recombining,lg1,LOC105201160,non-significant,Non-diff
recombining,lg1,LOC105201161,non-significant,Non-diff
recombining,lg1,LOC105201162,non-significant,Non-diff
recombining,lg1,LOC105201163,non-significant,Non-diff
recombining,lg1,LOC105201164,non-significant,Non-diff
recombining,lg1,LOC105201165,non-significant,Non-diff
recombining,lg1,LOC105201166,non-significant,Non-diff
recombining,lg1,LOC105201167,non-significant,Non-diff
recombining,lg1,LOC105201168,non-significant,Non-diff
recombining,lg1,LOC105201169,non-significant,Non-diff
recombining,lg1,LOC105201170,non-significant,Non-diff
recombining,lg1,LOC105201171,non-significant,Non-diff
recombining,lg1,LOC105201172,non-significant,Non-diff
recombining,lg1,LOC105201173,non-significant,Non-diff
recombining,lg1,LOC105201174,non-significant,Non-diff
recombining,lg1,LOC105201175,non-significant,Non-diff
recombining,lg1,LOC105201176,non-significant,Non-diff
recombining,lg1,LOC105201177,non-significant,Non-diff
recombining,lg1,LOC105201178,non-significant,Non-diff
recombining,lg1,LOC105201180,non-significant,Non-diff
recombining,lg1,LOC105201181,non-significant,Non-diff
recombining,lg1,LOC105201182,non-significant,Non-diff
recombining,lg1,LOC105201183,non-significant,Non-diff
recombining,lg1,LOC105201184,non-significant,Non-diff
recombining,lg1,LOC105201185,non-significant,Non-diff
recombining,lg1,LOC105201187,non-significant,Non-diff
recombining,lg1,LOC105201188,non-significant,Non-diff
recombining,lg1,LOC105201189,non-significant,Non-diff
recombining,lg1,LOC105201190,non-significant,Non-diff
recombining,lg1,LOC105201191,non-significant,Non-diff
recombining,lg1,LOC105201192,non-significant,Non-diff
recombining,lg1,LOC105201193,non-significant,Non-diff
recombining,lg1,LOC105201194,non-significant,Non-diff
recombining,lg1,LOC105201195,non-significant,Non-diff
recombining,lg1,LOC105201196,non-significant,Non-diff
recombining,lg1,LOC105201198,non-significant,Non-diff
recombining,lg1,LOC105201199,non-significant,Non-diff
recombining,lg1,LOC105201200,non-significant,Non-diff
recombining,lg1,LOC105201201,non-significant,Non-diff
recombining,lg1,LOC105201202,non-significant,Non-diff
recombining,lg1,LOC105201203,non-significant,Non-diff
recombining,lg1,LOC105201204,non-significant,Non-diff
recombining,lg1,LOC105201205,non-significant,Non-diff
recombining,lg1,LOC105201206,non-significant,Non-diff
recombining,lg1,LOC105201207,non-significant,Non-diff
recombining,lg1,LOC105201208,non-significant,Non-diff
recombining,lg1,LOC105201209,non-significant,Non-diff
recombining,lg1,LOC105201211,non-significant,Non-diff
recombining,lg1,LOC105201212,non-significant,Non-diff
recombining,lg1,LOC105201213,non-significant,Non-diff
recombining,lg1,LOC105201214,significant,Mono
recombining,lg1,LOC105201215,non-significant,Non-diff
recombining,lg1,LOC105201216,non-significant,Non-diff
recombining,lg1,LOC105201217,non-significant,Non-diff
recombining,lg1,LOC105201218,non-significant,Non-diff
recombining,lg1,LOC105201219,non-significant,Non-diff
recombining,lg1,LOC105201221,non-significant,Non-diff
recombining,lg1,LOC105201222,non-significant,Non-diff
recombining,lg1,LOC105201223,non-significant,Non-diff
recombining,lg1,LOC105201224,non-significant,Non-diff
recombining,lg1,LOC105201225,non-significant,Non-diff
recombining,lg1,LOC105201227,non-significant,Non-diff
recombining,lg1,LOC105201228,non-significant,Non-diff
recombining,lg1,LOC105201229,non-significant,Non-diff
recombining,lg1,LOC105201230,non-significant,Non-diff
recombining,lg1,LOC105201231,non-significant,Non-diff
recombining,lg1,LOC105201232,non-significant,Non-diff
recombining,lg1,LOC105201233,non-significant,Non-diff
recombining,lg1,LOC105201234,non-significant,Non-diff
recombining,lg1,LOC105201235,non-significant,Non-diff
recombining,lg1,LOC105201236,non-significant,Non-diff
recombining,lg1,LOC105201238,non-significant,Non-diff
recombining,lg1,LOC105201239,non-significant,Non-diff
recombining,lg1,LOC105201240,non-significant,Non-diff
recombining,lg1,LOC105201241,non-significant,Non-diff
recombining,lg1,LOC105201242,non-significant,Non-diff
recombining,lg1,LOC105201243,non-significant,Non-diff
recombining,lg1,LOC105201244,non-significant,Non-diff
recombining,lg1,LOC105201245,non-significant,Non-diff
recombining,lg1,LOC105201246,non-significant,Non-diff
recombining,lg1,LOC105201247,non-significant,Non-diff
recombining,lg1,LOC105201249,non-significant,Non-diff
recombining,lg1,LOC105201250,non-significant,Non-diff
recombining,lg1,LOC105197934,non-significant,Non-diff
recombining,lg1,LOC105197936,non-significant,Non-diff
recombining,lg1,LOC105197937,non-significant,Non-diff
recombining,lg1,LOC105197938,non-significant,Non-diff
recombining,lg1,LOC105197939,non-significant,Non-diff
recombining,lg1,LOC105197940,non-significant,Non-diff
recombining,lg1,LOC105197941,non-significant,Non-diff
recombining,lg1,LOC105197942,non-significant,Non-diff
recombining,lg1,LOC105197945,non-significant,Non-diff
recombining,lg1,LOC105197946,non-significant,Non-diff
recombining,lg1,LOC105197947,non-significant,Non-diff
recombining,lg1,LOC105197948,non-significant,Non-diff
recombining,lg1,LOC105197949,non-significant,Non-diff
recombining,lg1,LOC105197950,non-significant,Non-diff
recombining,lg1,LOC105197951,non-significant,Non-diff
recombining,lg1,LOC105197952,non-significant,Non-diff
recombining,lg1,LOC105197953,non-significant,Non-diff
recombining,lg1,LOC105197954,non-significant,Non-diff
recombining,lg1,LOC105197956,non-significant,Non-diff
recombining,lg1,LOC105197957,non-significant,Non-diff
recombining,lg1,LOC105197958,non-significant,Non-diff
recombining,lg1,LOC105197959,non-significant,Non-diff
recombining,lg1,LOC105197960,non-significant,Non-diff
recombining,lg1,LOC105197961,non-significant,Non-diff
recombining,lg1,LOC105197962,non-significant,Non-diff
recombining,lg1,LOC105197963,non-significant,Non-diff
recombining,lg1,LOC105197964,non-significant,Non-diff
recombining,lg1,LOC105197965,non-significant,Non-diff
recombining,lg1,Trnad-guc,non-significant,Non-diff
recombining,lg1,Trnae-cuc,non-significant,Non-diff
recombining,lg1,LOC105195924,non-significant,Non-diff
recombining,lg1,LOC105195925,non-significant,Non-diff
recombining,lg1,LOC105195926,non-significant,Non-diff
recombining,lg1,LOC105195927,non-significant,Non-diff
recombining,lg1,LOC105195929,non-significant,Non-diff
recombining,lg1,LOC105195930,non-significant,Non-diff
recombining,lg1,LOC105195931,non-significant,Non-diff
recombining,lg1,LOC105195932,non-significant,Non-diff
recombining,lg1,LOC105195933,non-significant,Non-diff
recombining,lg1,LOC105195934,non-significant,Non-diff
recombining,lg1,LOC105195935,non-significant,Non-diff
recombining,lg1,LOC105195936,non-significant,Non-diff
recombining,lg1,Trnaa-agc,non-significant,Non-diff
recombining,lg1,LOC105194294,non-significant,Non-diff
recombining,lg1,LOC105194295,non-significant,Non-diff
recombining,lg1,LOC105194296,non-significant,Non-diff
recombining,lg1,LOC105194297,non-significant,Non-diff
recombining,lg1,LOC105194298,non-significant,Non-diff
recombining,lg1,LOC105194299,non-significant,Non-diff
recombining,lg1,LOC105194301,non-significant,Non-diff
recombining,lg1,LOC105194302,non-significant,Non-diff
recombining,lg1,LOC105194303,non-significant,Non-diff
recombining,lg1,LOC105194304,non-significant,Non-diff
recombining,lg1,LOC105194306,non-significant,Non-diff
recombining,lg1,LOC105194307,non-significant,Non-diff
recombining,lg1,LOC105194308,non-significant,Non-diff
recombining,lg1,LOC105194309,non-significant,Non-diff
recombining,lg1,LOC105194310,non-significant,Non-diff
recombining,lg1,LOC105194311,non-significant,Non-diff
recombining,lg1,LOC105194312,non-significant,Non-diff
recombining,lg1,LOC105194314,non-significant,Non-diff
recombining,lg1,LOC105194315,non-significant,Non-diff
recombining,lg1,LOC105194316,non-significant,Non-diff
recombining,lg1,LOC105194317,non-significant,Non-diff
recombining,lg1,LOC105194318,non-significant,Non-diff
recombining,lg1,LOC105194319,non-significant,Non-diff
recombining,lg1,LOC105194320,non-significant,Non-diff
recombining,lg1,LOC105194321,non-significant,Non-diff
recombining,lg1,LOC105194322,non-significant,Non-diff
recombining,lg1,LOC105194323,non-significant,Non-diff
recombining,lg1,LOC105194324,significant,Poly
recombining,lg1,LOC105194325,non-significant,Non-diff
recombining,lg1,LOC105194326,non-significant,Non-diff
recombining,lg1,LOC105194328,non-significant,Non-diff
recombining,lg1,LOC105194329,non-significant,Non-diff
recombining,lg1,LOC105194330,non-significant,Non-diff
recombining,lg1,LOC105194331,significant,Poly
recombining,lg1,LOC105194332,non-significant,Non-diff
recombining,lg1,LOC105194333,non-significant,Non-diff
recombining,lg1,LOC105194334,non-significant,Non-diff
recombining,lg1,LOC105194335,non-significant,Non-diff
recombining,lg1,LOC105194336,non-significant,Non-diff
